_unnamed,_unnamed_2,_unnamed_3,CODEBOOK,_unnamed_4,_unnamed_5,_unnamed_6
,V228,Which party would you vote for if there were a national election tomorrow,"If there were a national election tomorrow, for which party on this list would you vote?. If ""Don't know"": Which party appeals to you most?



[Each country provides codes to cover all major parties in given society]",16,,CS Codes
,V228_2,Which party would you vote for if there were a national election tomorrow (2nd choice - optional),"If there were a national election tomorrow, for which party on this list would you vote?. If ""Don't know"": Which party appeals to you most?



[Each country provides codes to cover all major parties in given society]",8,,CS Codes
,V228A,How often in country's elections: Votes are counted fairly,"In your view, how often do the following things occur in this country’s elections?



Votes are counted fairly",3,,"1##Very often
2##Fairly often
3##Not often
4##Not at all often
-5##Missing; Unknown
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V228B,How often in country's elections: Opposition candidates are prevented from running,"In your view, how often do the following things occur in this country’s elections?



Opposition candidates are prevented from running",3,,"1##Very often
2##Fairly often
3##Not often
4##Not at all often
-5##Missing; Unknown
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V228C,How often in country's elections: TV news favors the governing party,"In your view, how often do the following things occur in this country’s elections?



TV news favors the governing party",3,,"1##Very often
2##Fairly often
3##Not often
4##Not at all often
-5##Missing; Unknown
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V228D,How often in country's elections: Voters are bribed,"In your view, how often do the following things occur in this country’s elections?



Voters are bribed",3,,"1##Very often
2##Fairly often
3##Not often
4##Not at all often
-5##Missing; Unknown
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V228E,How often in country's elections: Journalists provide fair coverage of elections,"In your view, how often do the following things occur in this country’s elections?



Journalists provide fair coverage of elections",3,,"1##Very often
2##Fairly often
3##Not often
4##Not at all often
-5##Missing; Unknown
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V228F,How often in country's elections: Election officials are fair,"In your view, how often do the following things occur in this country’s elections?



Election officials are fair",3,,"1##Very often
2##Fairly often
3##Not often
4##Not at all often
-5##Missing; Unknown
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V228G,How often in country's elections: Rich people buy elections,"In your view, how often do the following things occur in this country’s elections?



Rich people buy elections",3,,"1##Very often
2##Fairly often
3##Not often
4##Not at all often
-5##Missing; Unknown
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V228H,How often in country's elections: Voters are threatened with  violence at the polls,"In your view, how often do the following things occur in this country’s elections?



Voters are threatened with  violence at the polls",3,,"1##Very often
2##Fairly often
3##Not often
4##Not at all often
-5##Missing; Unknown
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V228I,How often in country's elections: Voters are offered a genuine choice in the elections,"In your view, how often do the following things occur in this country’s elections?



Voters are offered a genuine choice in the elections",3,,"1##Very often
2##Fairly often
3##Not often
4##Not at all often
-5##Missing; Unknown
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V228J,Degree of importance: having honest elections makes a lot of difference in you and your family's lives,"Do you think that honest elections play an important role in deciding whether you and your family are able to make a good living?. How important would you say this is—very important, fairly important, not very important or not at all important?",3,,"1##Very important
2##Rather important
3##Not very important
4##Not at all important
-5##Missing; Unknown
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V228K,Importance of having honest elections in whether or not this country develops economically,"Do you think that honest elections are an important factor in whether or not this country develops economically?. How important would you say this is—very important, fairly important, not very important or not at all important?",3,,"1##Very important
2##Rather important
3##Not very important
4##Not at all important
-5##Missing; Unknown
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V229,Employment status,"Are you employed now or not?. If yes, about how many hours a week?. If more than one job: only for the main job",4,,"1##Full time
2##Part time
3##Self employed
4##Retired
5##Housewife
6##Students
7##Unemployed
8##Other
-5##Missing; RU: Inappropriate response{Inappropriate}
-4##Not asked
-3##Not applicable
-2##No answer;SG: Refused
-1##Don´t know
"
,V230,Sector of employment,"Are you working for the government or public institution, for private business or industry, or for a private non-profit organization?. If you do not work currently, characterize your major work in the past!. Do you or did you work for?",3,,"1##Government or public institution
2##Private business or industry
3##Private non-profit organization
4##MX, EC: Autonomous/Informal sector; PE, CH: Other
-5##SE:Inapplicable ; SG: Refused; BH: Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable (Have never worked;Currently does not work){Not applicable}
-2##No answer
-1##Don´t know
"
,V231,Nature of tasks: manual vs. intellectual,"Are the tasks you do at work mostly manual or mostly intellectual?. If you do not work currently, characterize your major work in the past. Use this scale where 1 means “mostly manual tasks” and 10 means “mostly intellectual tasks”",3,,"1##Mostly manual tasks
2##2
3##3
4##4
5##5
6##6
7##7
8##8
9##9
10##Mostly non-manual tasks
-5##BH: Missing; RU: Inappropriate response{Inappropriate}
-4##Not asked in survey
-3##Not applicable (Have never worked;Non active persons){Not applicable}
-2##No answer
-1##Don´t know
"
,V232,Nature of tasks: routine vs. creative,"Are the tasks you perform at work mostly routine tasks or mostly creative tasks?. If you do not work currently, characterize your major work in the past. Use this scale where 1 means “mostly routine tasks” and 10 means “mostly creative tasks”",3,,"1##Mostly routine tasks
2##2
3##3
4##4
5##5
6##6
7##7
8##8
9##9
10##Mostly not routine tasks
-5##Missing; RU: Inappropriate response{Inappropriate}
-4##Not asked in survey
-3##Not applicable (Have never worked;Non active persons){Not applicable}
-2##No answer
-1##Don´t know
"
,V233,Nature of tasks: independence,"How much independence do you have in performing your tasks at work?. If you do not work currently, characterize your major work in the past. Use this scale to indicate your degree of independence where 1 means “no independence at all” and 10 means “complete independence”",3,,"1##No independence at all
2##2
3##3
4##4
5##5
6##6
7##7
8##8
9##9
10##Complete independence
-5##BH: Missing; RU: Inappropriate response{Inappropriate}
-4##Not asked in survey
-3##Not applicable (Have never worked){Not applicable}
-2##No answer
-1##Don´t know
"
,V234,Are you supervising someone,Do you or did you supervise other people at work?,3,,"1##Yes
2##No
-5##Missing; RU: Inappropriate response{Inappropriate}
-4##Not asked
-3##Not applicable (Have never worked){Not applicable}
-2##No answer
-1##Don´t know
"
,V235,Are you the chief wage earner in your house,Are you the chief wage earner in your household?,3,,"1##Yes
2##No
-5##DE,SE:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}
-4##Not asked
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V236,Is the chief wage earner employed now or not,Is the chief wage earner of your household employed now or not?,3,,"1##Yes
2##No
-5##DE,SE:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}
-4##Not asked
-3##Not applicable;Respondent is the chief wage earner{Not applicable}
-2##No answer
-1##Don´t know
"
,V237,Family savings during past year,"During the past year, did your family save money, Just get by, Spent some savings or Spent savings and borrowed money",3,,"1##Save money
2##Just get by
3##Spent some savings and borrowed money
4##Spent savings and borrowed money
-5##DE,SE:Inapplicable ; RU:Inappropriate response; BH: Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V238,Social class (subjective),"People sometimes describe themselves as belonging to the working class, the middle class, or the upper or lower class. Would you describe yourself as belonging to the:",3,,"1##Upper class
2##Upper middle class
3##Lower middle class
4##Working class
5##Lower class
-5##SE:Inapplicable ; RU:Inappropriate response; BH: Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V239,Scale of incomes,"On this card is an income scale on which 1 indicates the lowest income group and 10 the highest income group in your country. We would like to know in what group your household is. Please, specify the appropriate number, counting all wages, salaries, pensions and other incomes that come in.",3,,"1##Lower step
2##second step
3##Third step
4##Fourth step
5##Fifth step
6##Sixth step
7##Seventh step
8##Eigth step
9##Nineth step
10##Tenth step
-5##DE,SE:Inapplicable ; RU:Inappropriate response; BH: Missing{Inappropriate}
-4##Not asked
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V240,Sex,Respondent's gender by observation,3,,"1##Male
2##Female
-5##Missing; Unknown
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V241,Year of birth,"Can you tell me your year of birth, please?",5,,"1900#1909#1900-1909
1910#1919#1910-1919
1920#1929#1920-1929
1930#1939#1930-1939
1940#1949#1940-1949
1950#1959#1950-1959
1960#1969#1960-1969
1970#1979#1970-1979
1980#1989#1980-1989
1990#1999#1990-1999
2000#2010#2000-2010
-5##Missing; Unknown; SG: Refused{Missing}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
